-BEGIN HEADER-,,,,,,,,,,,,,,,,
2021,11,24,12,591.18,788.55,416.54,218.04,36.14,1.16,6.15,27.48,91.97,4.2,67.49,4.91,68.13
2021,11,24,13,505.17,683.62,355.77,208.47,30.73,0.89,4.77,27.57,91.89,4.15,68.02,4.85,68.73
2021,11,24,14,360.87,516.5,250.48,190.99,21.23,0.49,2.52,27.19,91.84,4.22,68.04,4.97,68.63
2021,11,24,15,204.73,302.52,144.85,151.88,11.98,0.18,0.9,26.33,91.84,4.23,67.32,5.25,67.63
2021,11,24,16,64.88,108.17,53.22,62.5,3.36,0.02,0.1,24.87,91.89,3.58,65.67,5.41,65.69
2021,11,24,17,0,0,0,0,0,0,0,22.93,91.97,2.74,64.68,5.84,64.81
2021,11,24,18,0,0,0,0,0,0,0,22.06,92.05,2.98,67.67,6.25,67.76
2021,11,24,19,0,0,0,0,0,0,0,21.58,92.13,3.06,73.69,6.06,73.76
2021,11,24,20,0,0,0,0,0,0,0,21.01,92.19,2.75,80.83,5.66,80.95
2021,11,24,21,0,0,0,0,0,0,0,20.65,92.21,2.59,86.71,5.36,86.74
2021,11,24,22,0,0,0,0,0,0,0,20.47,92.18,2.48,90,4.98,90
2021,11,24,23,0,0,0,0,0,0,0,20.21,92.13,2.27,90.98,4.72,90.76
2021,11,25,0,0,0,0,0,0,0,0,20.01,92.07,2.56,89.65,5.15,89.39
2021,11,25,1,0,0,0,0,0,0,0,19.77,92.01,2.71,86.53,5.22,86.4
2021,11,25,2,0,0,0,0,0,0,0,19.55,91.97,2.71,81.05,5.26,81.2
2021,11,25,3,0,0,0,0,0,0,0,19.34,91.96,2.72,75.68,5.37,75.86
2021,11,25,4,0,0,0,0,0,0,0,19.12,91.99,2.61,72.38,5.43,72.5
2021,11,25,5,0,0,0,0,0,0,0,18.99,92.05,2.59,72.66,5.52,72.72
2021,11,25,6,52.45,61.73,49.46,23.86,2.9,0.01,0.05,19.39,92.14,2.97,74.57,5.31,74.63
2021,11,25,7,194.36,268,143.6,146.43,11.14,0.14,0.7,20.82,92.22,4.1,73.39,5.33,73.64
2021,11,25,8,380.1,497.75,270.55,203.43,22.72,0.48,2.42,22.32,92.27,5.06,69.86,6.23,70.23
2021,11,25,9,542.58,679.38,208.7,485.18,32.77,0.89,4.6,23.88,92.28,5.46,66.11,6.57,66.6
2021,11,25,10,641.86,798.67,246.24,503.84,39.8,1.23,6.52,25.07,92.23,5.73,64.31,6.85,64.98
2021,11,25,11,673.38,837.05,275.05,483.92,41.54,1.34,7.02,25.86,92.14,5.84,63.71,6.95,64.44
2021,11,25,12,677.26,804.08,225.89,564.7,41.34,1.29,6.77,26.23,92.04,5.81,63.68,6.92,64.45
2021,11,25,13,569.15,697.8,216.47,492.97,34.16,0.96,4.98,26.1,91.96,5.7,64.14,6.84,64.78
2021,11,25,14,465.21,528.73,212.14,438.48,26.36,0.59,2.92,25.58,91.91,5.44,64.76,6.75,65.22
2021,11,25,15,284.22,316.27,137.6,372.16,15,0.22,1.05,24.7,91.92,4.93,64.98,6.54,65.27
2021,11,25,16,103.25,112.33,78.82,130.8,5.21,0.03,0.12,23.51,91.97,3.78,62.32,6.08,62.28
2021,11,25,17,0,0,0,0,0,0,0,21.84,92.03,3,58.42,6.43,58.57
2021,11,25,18,0,0,0,0,0,0,0,20.86,92.09,3.14,57.1,6.78,57.13
2021,11,25,19,0,0,0,0,0,0,0,20.4,92.17,3.29,57.59,6.75,57.67
2021,11,25,20,0,0,0,0,0,0,0,20.02,92.23,3.54,60.04,6.62,59.89
2021,11,25,21,0,0,0,0,0,0,0,19.78,92.24,3.64,62.22,6.36,62.18
2021,11,25,22,0,0,0,0,0,0,0,19.8,92.19,3.86,64.21,6.48,64.27
2021,11,25,23,0,0,0,0,0,0,0,19.7,92.14,4.04,66.41,6.66,66.5
2021,11,26,0,0,0,0,0,0,0,0,19.44,92.08,3.95,68.81,6.61,69.08
2021,11,26,1,0,0,0,0,0,0,0,19.03,92.03,3.57,69.78,6.41,70.11
2021,11,26,2,0,0,0,0,0,0,0,18.55,92,3.12,69.16,6.21,69.44
2021,11,26,3,0,0,0,0,0,0,0,18.14,92,2.7,65.51,5.78,65.72
2021,11,26,4,0,0,0,0,0,0,0,17.83,92.05,2.43,60.05,5.41,60.14
2021,11,26,5,0,0,0,0,0,0,0,17.62,92.12,2.35,53.66,5.28,53.72
2021,11,26,6,46.98,59.35,44.08,23.54,2.51,0.01,0.05,18.26,92.22,2.82,47.02,5.21,47.61
2021,11,26,7,202.15,267.4,166.55,103.38,10.91,0.15,0.73,19.98,92.29,4.3,44.71,5.39,45.53
2021,11,26,8,414.79,489.83,311.45,192.76,23.28,0.51,2.58,21.64,92.34,4.85,44.48,5.84,45.27
2021,11,26,9,569.42,666.92,290.89,406.15,33.7,0.94,4.98,23.42,92.33,5.35,44.94,6.36,45.99
2021,11,26,10,674.55,786.38,336.38,431.88,40.84,1.3,7.02,24.79,92.26,5.66,44.66,6.64,45.72
2021,11,26,11,730.55,823.88,340.45,475.03,43.3,1.42,7.48,25.69,92.16,5.74,43.12,6.69,44.01
2021,11,26,12,669.45,794.17,345.55,406.01,40.05,1.28,6.88,26.23,92.05,5.78,41.49,6.73,42.18
2021,11,26,13,592.85,696.05,377.27,301.81,34.22,0.99,5.42,26.25,91.96,5.77,40.22,6.78,40.65
2021,11,26,14,421.64,528.12,304.05,203.98,23.82,0.56,2.9,25.88,91.91,5.63,38.97,6.71,39.28
2021,11,26,15,258.69,316.35,205.7,134.58,14.09,0.22,1.08,25.18,91.9,5.3,36.9,6.53,37.08
2021,11,26,16,85.4,109.7,69.66,84.18,4.28,0.02,0.12,23.93,91.91,4.2,31.38,6,31.31
2021,11,26,17,0,0,0,0,0,0,0,21.56,91.95,2.69,24.03,5.77,23.96
2021,11,26,18,0,0,0,0,0,0,0,20.49,92.02,2.64,27.32,5.91,27.21
2021,11,26,19,0,0,0,0,0,0,0,20.14,92.19,2.92,53.93,6.26,53.67
2021,11,26,20,0,0,0,0,0,0,0,19.94,92.29,3.51,71.16,6.67,71.27
2021,11,26,21,0,0,0,0,0,0,0,19.64,92.3,3.27,73.34,6.11,73.21
2021,11,26,22,0,0,0,0,0,0,0,19.6,92.26,3.37,75.09,5.83,75.24
2021,11,26,23,0,0,0,0,0,0,0,19.55,92.2,3.17,72.19,5.48,72.16
2021,11,27,0,0,0,0,0,0,0,0,19.5,92.12,3.19,64.13,5.55,64.19
2021,11,27,1,0,0,0,0,0,0,0,19.5,92.05,3.62,59.84,6.17,60.16
2021,11,27,2,0,0,0,0,0,0,0,19.45,91.99,3.58,56.66,5.94,56.71
2021,11,27,3,0,0,0,0,0,0,0,19.32,91.98,3.27,52.66,5.8,52.94
2021,11,27,4,0,0,0,0,0,0,0,19.32,92.02,3.85,52.01,6.35,52.3
2021,11,27,5,0,0,0,0,0,0,0,19.19,92.09,3.46,49.22,5.8,49.15
2021,11,27,6,37.32,56.1,35.71,13.3,2.06,0.01,0.02,19.33,92.16,3.73,47.38,5.76,47.37
2021,11,27,7,130.1,254.1,109.69,59.72,7.78,0.1,0.52,19.99,92.23,4.61,50.43,6.01,50.85
2021,11,27,8,247.77,472.27,203.61,82.72,15.03,0.34,1.67,20.92,92.28,6.14,54.53,7.92,54.96
2021,11,27,9,301.43,652,235.38,96.65,19.73,0.57,3.05,22.08,92.29,6.9,54.03,8.61,54.23
2021,11,27,10,399.77,773.23,306.31,119.68,25.73,0.84,4.52,23.4,92.23,7.11,52.64,8.69,53.08
2021,11,27,11,421.72,791.23,304.23,143.4,26.12,0.87,4.52,24.37,92.14,7.09,51.98,8.56,52.68
2021,11,27,12,379.05,757.38,287.86,114.52,23.84,0.77,4.12,25.1,92.05,7.04,52.3,8.43,53.14
2021,11,27,13,401.94,654.23,309.48,129.64,23.92,0.7,3.8,25.22,91.97,6.91,52.21,8.28,52.98
2021,11,27,14,297.16,490.9,239.98,99.28,17.34,0.41,2.12,24.65,91.94,6.54,51.94,8,52.54
2021,11,27,15,179.81,290.65,151.55,71.83,9.72,0.16,0.75,23.77,91.94,5.92,50.47,7.51,50.7
2021,11,27,16,72.36,102.15,60.57,62.94,3.4,0.02,0.1,22.56,91.96,4.67,48.53,6.71,48.63
2021,11,27,17,0,0,0,0,0,0,0,21.07,92.01,3.36,48.96,6.21,49.23
2021,11,27,18,0,0,0,0,0,0,0,20.31,92.09,3.5,53.08,6.26,53.17
2021,11,27,19,0,0,0,0,0,0,0,19.73,92.18,3.65,57.94,6.07,57.99
2021,11,27,20,0,0,0,0,0,0,0,19.26,92.22,3.76,59.97,6.1,60.22
2021,11,27,21,0,0,0,0,0,0,0,18.98,92.24,3.41,60.5,5.5,60.92
2021,11,27,22,0,0,0,0,0,0,0,18.81,92.22,3.09,58.76,5.09,58.87
2021,11,27,23,0,0,0,0,0,0,0,18.64,92.19,2.57,57.81,4.59,58.02
2021,11,28,0,0,0,0,0,0,0,0,18.53,92.16,2.29,56.69,4.21,56.9
2021,11,28,1,0,0,0,0,0,0,0,18.37,92.1,2.01,50.37,3.87,50.56
2021,11,28,2,0,0,0,0,0,0,0,18.23,92.06,2.39,40.09,4.23,40.51
2021,11,28,3,0,0,0,0,0,0,0,18.02,92.05,3.3,35.46,5.16,35.76
2021,11,28,4,0,0,0,0,0,0,0,17.79,92.09,3.91,33.75,5.77,33.97
2021,11,28,5,0,0,0,0,0,0,0,17.62,92.15,4.11,31.09,6.05,31.64
2021,11,28,6,36.11,54.17,34.39,14.44,2.08,0.01,0.02,17.61,92.21,4.5,29.68,6.25,29.83
2021,11,28,7,118.19,245.92,99.02,56.46,7.12,0.09,0.48,17.93,92.28,5.53,31.71,7.16,32.48
2021,11,28,8,190.15,461.58,152.27,71.27,12.36,0.28,1.4,18.36,92.33,6.1,34.1,7.48,34.7
2021,11,28,9,216.36,639.83,166.49,73.21,15.12,0.44,2.35,19.37,92.34,6.1,30.74,7.2,31.74
2021,11,28,10,241.3,743.52,170.69,90.66,16.95,0.55,2.98,20.8,92.29,5.96,27.81,6.88,29.59
2021,11,28,11,167.79,790.73,124.41,53.06,12.59,0.42,2.2,22.08,92.21,5.81,29.67,6.68,32.33
2021,11,28,12,153.79,756.8,115.71,47.91,11.86,0.39,2.08,22.81,92.13,5.68,35.55,6.56,38.52
2021,11,28,13,180.17,656.15,137.07,60.52,13.15,0.4,2.15,22.65,92.06,5.55,40.66,6.55,43.21
2021,11,28,14,193.48,498.42,155.27,66.42,12.95,0.33,1.65,21.97,92.01,5.29,42.79,6.47,44.32
2021,11,28,15,117.46,309.98,97.71,50.21,7.66,0.13,0.65,21.23,92,4.88,41.88,6.17,42.59
2021,11,28,16,49.48,116.08,43.69,30.87,2.98,0.02,0.1,20.55,92.03,3.98,40.47,5.34,40.66
2021,11,28,17,0,0,0,0,0,0,0,19.76,92.09,2.82,40.5,4.86,40.83
2021,11,28,18,0,0,0,0,0,0,0,19.48,92.17,2.65,47.03,4.95,47.43
2021,11,28,19,0,0,0,0,0,0,0,19.52,92.24,2.84,55.65,5.26,56.33
2021,11,28,20,0,0,0,0,0,0,0,19.58,92.29,3.03,62.64,5.5,63.4
2021,11,28,21,0,0,0,0,0,0,0,19.59,92.31,3.31,67.67,5.79,68.28
2021,11,28,22,0,0,0,0,0,0,0,19.51,92.28,3.64,73.01,6.05,73.58
2021,11,28,23,0,0,0,0,0,0,0,19.34,92.22,3.81,79.96,6.18,80.32
2021,11,29,0,0,0,0,0,0,0,0,19.1,92.16,4.12,86.52,6.39,86.78
2021,11,29,1,0,0,0,0,0,0,0,18.74,92.11,4.25,92.64,6.64,92.97
2021,11,29,2,0,0,0,0,0,0,0,18.4,92.08,4.37,96.78,6.6,97.01
2021,11,29,3,0,0,0,0,0,0,0,18.13,92.07,3.79,98.65,5.87,98.81
2021,11,29,4,0,0,0,0,0,0,0,17.97,92.09,3.72,100.04,5.82,100.06
2021,11,29,5,0,0,0,0,0,0,0,17.8,92.15,3.77,101.59,5.91,101.67
2021,11,29,6,30.67,60.3,28.88,15.4,1.85,0.01,0.02,17.85,92.21,4.01,103.52,5.82,103.59
2021,11,29,7,158.32,264.55,134.74,69.91,9.56,0.12,0.62,18.85,92.27,4.95,104.72,6.36,104.87
2021,11,29,8,215.53,476.48,177.58,71.74,14.11,0.32,1.6,20.55,92.33,5.7,108.21,7.08,108.93
2021,11,29,9,331.66,651.1,261.59,103.2,21.79,0.62,3.35,22.5,92.33,6.42,112.07,7.88,112.7
2021,11,29,10,277.1,773.77,213,82.53,19.63,0.64,3.48,24.12,92.29,6.75,114.04,8.17,114.58
2021,11,29,11,345.62,822.83,257.76,107.7,23.95,0.82,4.25,24.98,92.21,6.67,115.24,8.05,115.7
2021,11,29,12,326.33,795.73,247.31,99.59,22.97,0.77,4.1,25.37,92.14,6.5,115.95,7.82,116.41
2021,11,29,13,373.31,695.95,288.73,118.92,24.73,0.74,4.02,25.14,92.08,6.32,116.82,7.66,117.24
2021,11,29,14,268.98,531.75,217.1,90.27,17.12,0.42,2.15,24.66,92.06,6.09,119.26,7.51,119.63
2021,11,29,15,116.06,325.27,91.09,63.48,7.54,0.12,0.6,23.77,92.07,5.43,121.7,6.97,122
2021,11,29,16,43.96,120.65,36.86,37.71,2.62,0.02,0.08,22.58,92.1,3.86,122.12,5.83,121.96
2021,11,29,17,0,0,0,0,0,0,0,20.91,92.14,2.38,118.42,5.17,118.31
2021,11,29,18,0,0,0,0,0,0,0,20.12,92.19,2.16,110.53,4.87,110.47
2021,11,29,19,0,0,0,0,0,0,0,19.69,92.26,2.13,97.8,4.76,97.92
2021,11,29,20,0,0,0,0,0,0,0,19.39,92.31,2.38,86.8,5.23,86.83
2021,11,29,21,0,0,0,0,0,0,0,19.26,92.32,2.99,80.37,5.76,80.4
2021,11,29,22,0,0,0,0,0,0,0,19.3,92.29,3.65,77.63,5.86,77.6
2021,11,29,23,0,0,0,0,0,0,0,19.08,92.25,3.65,77.75,5.87,77.87
2021,11,30,0,0,0,0,0,0,0,0,18.89,92.21,3.57,78.25,5.96,78.35
2021,11,30,1,0,0,0,0,0,0,0,18.73,92.15,3.46,78.16,6.04,78.28
2021,11,30,2,0,0,0,0,0,0,0,18.61,92.11,3.33,77.79,6.04,77.83
2021,11,30,3,0,0,0,0,0,0,0,18.51,92.1,3.24,77.88,6.08,78.05
2021,11,30,4,0,0,0,0,0,0,0,18.55,92.14,3.33,79.19,6.16,79.33
2021,11,30,5,0,0,0,0,0,0,0,18.59,92.2,3.39,80.84,6.23,80.98
2021,11,30,6,31.58,54.48,28.71,25.04,1.75,0.01,0.02,18.92,92.28,3.97,83,6.51,83.32
2021,11,30,7,154.08,249.88,113.08,122.43,8.56,0.11,0.55,19.94,92.34,5.41,86.85,7.07,87.47
2021,11,30,8,275.99,455.23,195.43,152.98,17.34,0.38,1.9,21.45,92.39,6.27,91.43,7.74,92.08
2021,11,30,9,445.44,643.52,281.32,242.55,28.12,0.79,4.2,23.42,92.38,6.63,95.61,8.08,96.5
2021,11,30,10,510.84,759.42,256.98,327.69,32.45,1.03,5.6,24.83,92.31,6.7,99.19,8.07,100.2
2021,11,30,11,676.16,832.75,342.63,409.69,42.41,1.42,7.5,25.63,92.21,6.45,101.53,7.71,102.4
2021,11,30,12,633.28,803.83,383.28,315.59,39.99,1.31,7.08,26.04,92.11,5.95,102.36,7.06,103.11
2021,11,30,13,562.31,701.62,319.2,342.23,34.66,1.02,5.5,26.1,92.01,5.2,102.05,6.14,102.73
2021,11,30,14,421.92,544.52,301.92,208.92,25.09,0.6,3.1,25.86,91.94,4.41,100.2,5.19,100.84
2021,11,30,15,230.98,331.42,167.29,161.91,13.71,0.22,1.08,25.23,91.93,3.87,99.29,4.69,99.59
2021,11,30,16,95.98,123.1,74.53,113.51,5.06,0.03,0.15,23.94,91.97,3.14,94.99,4.48,95.2
2021,11,30,17,0,0,0,0,0,0,0,22.03,92.07,2.18,84.66,4.26,86.74
2021,11,30,18,0,0,0,0,0,0,0,21.31,92.16,2.79,77.21,4.58,78.38
2021,11,30,19,0,0,0,0,0,0,0,20.96,92.28,3.35,68.65,5.27,69.26
2021,11,30,20,0,0,0,0,0,0,0,20.67,92.36,3.81,62.91,5.88,63.06
2021,11,30,21,0,0,0,0,0,0,0,20.29,92.38,4.2,64.53,6.72,65.49
2021,11,30,22,0,0,0,0,0,0,0,19.86,92.33,4.57,69.36,6.76,69.99
2021,11,30,23,0,0,0,0,0,0,0,19.58,92.28,4.36,74.74,6.3,75.21
2021,12,1,0,0,0,0,0,0,0,0,19.36,92.22,4.15,77.48,6.27,77.84
2021,12,1,1,0,0,0,0,0,0,0,19.18,92.17,4.09,78.65,6.3,79
2021,12,1,2,0,0,0,0,0,0,0,19.05,92.12,3.86,81.97,6.39,82.76
2021,12,1,3,0,0,0,0,0,0,0,18.98,92.1,3.95,85.24,6.49,85.58
2021,12,1,4,0,0,0,0,0,0,0,18.84,92.12,3.64,87.91,6.14,88.25
2021,12,1,5,0,0,0,0,0,0,0,18.68,92.17,3.16,90.99,5.68,91.18
2021,12,1,6,50.98,48.77,43.95,62.63,2.62,0.01,0.05,18.95,92.23,3.41,92.63,5.54,92.91
2021,12,1,7,162.02,253.62,85.93,228.85,8.81,0.11,0.55,20.28,92.27,4.65,94.33,5.98,95.02
2021,12,1,8,251.37,466.62,133.52,224.78,15.34,0.33,1.65,22.09,92.29,5.83,98.78,7.18,99.51
2021,12,1,9,443.05,641.6,196.16,366.08,26.98,0.74,3.85,23.83,92.28,6.05,101.16,7.29,101.82
2021,12,1,10,421.08,753.62,308.07,146.25,27.4,0.9,4.9,25.16,92.21,5.94,102.46,7.07,103.22
2021,12,1,11,461.89,806.4,285.13,217.56,30.23,1.02,5.38,26.09,92.11,5.74,102.98,6.77,103.81
2021,12,1,12,453.84,775.45,317.98,171.76,29.74,0.98,5.3,26.58,92.01,5.47,103.3,6.42,104.22
2021,12,1,13,382.03,669.48,266.91,162.23,24.55,0.73,3.98,26.59,91.94,5.23,103.66,6.14,104.51
2021,12,1,14,262.87,498.33,199.41,110.55,16.52,0.41,2.05,26.27,91.9,5.04,104.55,5.99,105.27
2021,12,1,15,161.21,288.62,128.11,84.11,9.52,0.16,0.75,25.54,91.9,4.74,105,5.96,105.44
2021,12,1,16,81.03,98.05,62.87,95.8,4.29,0.02,0.12,24.38,91.95,3.78,102.89,5.56,103
2021,12,1,17,0,0,0,0,0,0,0,22.27,92.02,2.67,100.12,5.82,100.44
2021,12,1,18,0,0,0,0,0,0,0,21.43,92.11,3.07,99.53,6.53,99.99
2021,12,1,19,0,0,0,0,0,0,0,20.98,92.2,3.46,100.93,6.6,101.12
2021,12,1,20,0,0,0,0,0,0,0,20.54,92.26,3.88,102.33,6.56,102.38
2021,12,1,21,0,0,0,0,0,0,0,20.3,92.29,4.15,102.07,6.49,102.09
2021,12,1,22,0,0,0,0,0,0,0,20.12,92.26,4.38,101.63,6.64,101.68
2021,12,1,23,0,0,0,0,0,0,0,19.89,92.21,4.55,101.39,6.85,101.39
2021,12,2,0,0,0,0,0,0,0,0,19.62,92.13,4.86,101.49,7.2,101.46
2021,12,2,1,0,0,0,0,0,0,0,19.3,92.05,4.71,104.5,7.05,104.7
2021,12,2,2,0,0,0,0,0,0,0,19.01,92,4.23,109.4,6.58,109.42
2021,12,2,3,0,0,0,0,0,0,0,18.66,92,3.46,114.95,5.95,114.85
2021,12,2,4,0,0,0,0,0,0,0,18.33,92.05,2.92,117.52,5.72,116.99
2021,12,2,5,0,0,0,0,0,0,0,18.02,92.13,2.51,116.25,5.32,115.93
2021,12,2,6,49.13,47.08,43.09,54.91,2.57,0.01,0.05,18.4,92.21,3.01,110.17,5.21,110.53
2021,12,2,7,170.17,228.08,123.91,140.09,9.23,0.12,0.58,19.95,92.28,4.14,105.77,5.14,106.62
2021,12,2,8,261.07,434.6,191.77,132.76,16.24,0.35,1.77,21.73,92.33,3.98,105.7,4.6,107.3
2021,12,2,9,410.1,626.1,268.19,211.09,25.57,0.72,3.83,23.42,92.33,3.2,104.99,3.59,107.49
2021,12,2,10,476.3,748.75,284.95,248.24,30.2,0.97,5.33,24.95,92.28,2.5,101.52,2.71,104.88
2021,12,2,11,642.12,780.75,384.13,318.16,38.23,1.26,6.7,26.17,92.18,1.98,90.91,2.05,95.02
2021,12,2,12,581.98,750.35,367.09,272.11,34.98,1.13,6.1,26.8,92.06,1.79,75.12,1.81,78.06
2021,12,2,13,448.8,646.3,290.88,222.77,27.16,0.8,4.33,27.01,91.97,1.82,63.99,1.84,65.39
2021,12,2,14,336.52,488.83,253.99,143.83,19.91,0.48,2.45,26.79,91.92,1.85,57.92,1.9,58.47
2021,12,2,15,187.43,286.2,131.22,142.78,10.88,0.17,0.85,26.25,91.9,2,48.65,2.16,48.52
2021,12,2,16,74.3,102.38,57.45,88.45,3.9,0.02,0.1,25.05,91.93,2.07,46.99,3.01,46.9
2021,12,2,17,0,0,0,0,0,0,0,22.9,92,2.17,52.76,4.38,53.05
2021,12,2,18,0,0,0,0,0,0,0,21.76,92.08,2.55,60.69,5.58,60.45
2021,12,2,19,0,0,0,0,0,0,0,21.03,92.15,2.94,65.14,5.87,64.87
2021,12,2,20,0,0,0,0,0,0,0,20.29,92.19,3.41,68.91,5.91,68.69
2021,12,2,21,0,0,0,0,0,0,0,19.65,92.21,3.58,75.99,5.68,76
2021,12,2,22,0,0,0,0,0,0,0,19.27,92.19,3.55,82.28,5.3,82.47
2021,12,2,23,0,0,0,0,0,0,0,18.92,92.15,3.31,89.59,4.84,89.82
2021,12,3,0,0,0,0,0,0,0,0,18.73,92.12,2.77,104.7,3.94,104.59
2021,12,3,1,0,0,0,0,0,0,0,18.69,92.08,2.19,119.77,3.18,119.59
2021,12,3,2,0,0,0,0,0,0,0,18.65,92.05,1.75,119.08,2.84,118.82
2021,12,3,3,0,0,0,0,0,0,0,18.56,92.04,1.68,109.87,2.96,109.72
2021,12,3,4,0,0,0,0,0,0,0,18.44,92.07,1.62,103.97,3.12,104.04
2021,12,3,5,0,0,0,0,0,0,0,18.33,92.12,1.43,101.31,3.04,101.28
2021,12,3,6,47.04,44.75,41.19,54.27,2.4,0.01,0.05,18.49,92.18,1.49,98.43,2.71,98.78
2021,12,3,7,198.62,230.8,125.07,224.34,10.62,0.13,0.67,19.66,92.24,1.74,87.68,2.04,86.71
2021,12,3,8,376.52,440.12,197.23,344.98,20.96,0.45,2.23,22.04,92.28,1.92,53.78,2.23,52.97
2021,12,3,9,549.88,613.92,249.29,448.55,31.31,0.86,4.48,24.01,92.3,2.51,36.26,2.78,36.32
2021,12,3,10,609,728.75,327.42,366.19,36.09,1.15,6.25,25.35,92.28,2.94,33.86,3.23,33.46
2021,12,3,11,580.71,744.98,365.35,266.09,33.97,1.13,6.02,26.15,92.2,3.19,33.73,3.49,32.94
2021,12,3,12,519.02,721.83,357.49,204.81,31.18,1.02,5.58,26.32,92.1,3.29,32.18,3.59,30.86
2021,12,3,13,488.8,645.48,322.93,234.19,28.79,0.85,4.7,25.94,92.03,3.29,31.69,3.66,30.06
2021,12,3,14,357.68,490.15,265.4,160.86,20.92,0.51,2.65,25.41,91.99,3.12,33.13,3.64,31.68
2021,12,3,15,199.41,280.88,157.02,107.59,11.75,0.2,0.98,24.78,92,2.82,35.41,3.46,34.34
2021,12,3,16,74.45,106.88,65.34,47.54,4.16,0.03,0.12,23.8,92.04,2.19,36.01,3.29,35.13
2021,12,3,17,0,0,0,0,0,0,0,22.06,92.09,1.86,40.24,3.57,40.11
2021,12,3,18,0,0,0,0,0,0,0,21.01,92.15,2.06,45.31,4.04,45.47
2021,12,3,19,0,0,0,0,0,0,0,20.37,92.23,2.16,49.69,4.45,49.63
2021,12,3,20,0,0,0,0,0,0,0,19.65,92.28,2.24,56.64,4.7,56.52
2021,12,3,21,0,0,0,0,0,0,0,19.06,92.29,2.24,65.22,4.77,65.32
2021,12,3,22,0,0,0,0,0,0,0,18.68,92.26,2.15,76.57,4.67,76.55
2021,12,3,23,0,0,0,0,0,0,0,18.42,92.21,2.02,89.78,4.35,89.79
2021,12,4,0,0,0,0,0,0,0,0,18.19,92.17,1.88,103.92,3.91,104.01
2021,12,4,1,0,0,0,0,0,0,0,18.11,92.11,1.71,117.15,3.31,117.23
2021,12,4,2,0,0,0,0,0,0,0,18.29,92.08,1.48,126.38,2.74,126.54
2021,12,4,3,0,0,0,0,0,0,0,18.4,92.07,1.3,127.69,2.25,128.1
2021,12,4,4,0,0,0,0,0,0,0,18.57,92.1,1.11,121.79,1.79,122.16
2021,12,4,5,0,0,0,0,0,0,0,18.7,92.15,0.9,109.22,1.36,109.79
2021,12,4,6,39.47,48.08,34.58,46.27,2.11,0.01,0.05,18.98,92.22,0.66,97.46,0.97,97.87
2021,12,4,7,175.27,237.02,135.38,122.5,10.1,0.13,0.65,19.98,92.3,0.33,102.38,0.44,94.09
2021,12,4,8,365.77,447.75,245.52,232.41,21.16,0.45,2.27,22.73,92.35,0.62,56.31,0.84,58.67
2021,12,4,9,579.48,624.17,274.8,456.06,33.38,0.91,4.75,24.6,92.34,0.45,44.29,0.51,52.43
2021,12,4,10,668.93,719,321.56,452.83,38.66,1.2,6.48,25.83,92.28,0.36,12.53,0.38,21.8
2021,12,4,11,685.27,781.52,320.77,451.16,40.96,1.34,7.2,26.37,92.2,0.55,359.19,0.57,3.92
2021,12,4,12,602.54,752.38,362.72,304.47,36.54,1.19,6.42,26.51,92.1,0.8,349.89,0.84,352.02
2021,12,4,13,529.91,661.62,297.7,328.1,31.91,0.94,5,26.33,92.03,1.08,340.51,1.16,341.93
2021,12,4,14,429.97,501.25,240.65,330.07,24.72,0.58,2.92,26.04,91.99,1.4,337.01,1.53,337.49
2021,12,4,15,264.8,299.58,154.24,280.38,14.43,0.22,1.1,25.48,91.99,1.67,339.79,1.97,339.84
2021,12,4,16,100.42,99.52,74.03,144.83,5.12,0.03,0.12,24.73,92.02,1.72,343.05,2.43,342.97
2021,12,4,17,7.1,3.3,6.7,38.96,0.18,0,0,22.95,92.06,1.7,346.16,2.75,346.36
2021,12,4,18,0,0,0,0,0,0,0,21.92,92.11,1.8,350.74,2.93,350.79
2021,12,4,19,0,0,0,0,0,0,0,21.5,92.18,1.78,353.94,2.85,353.87
2021,12,4,20,0,0,0,0,0,0,0,21.31,92.22,1.54,355.91,2.37,355.83
2021,12,4,21,0,0,0,0,0,0,0,21.26,92.25,1.13,355.63,1.64,355.89
2021,12,4,22,0,0,0,0,0,0,0,21.12,92.24,0.71,358.11,0.99,357.75
2021,12,4,23,0,0,0,0,0,0,0,20.98,92.23,0.37,7.28,0.48,5.62
2021,12,5,0,0,0,0,0,0,0,0,20.71,92.19,0.07,347.47,0.11,335.22
2021,12,5,1,0,0,0,0,0,0,0,20.4,92.15,0.05,333.43,0.1,331.39
2021,12,5,2,0,0,0,0,0,0,0,20.04,92.12,0.33,1.36,0.45,359.01
2021,12,5,3,0,0,0,0,0,0,0,19.54,92.11,0.64,357.21,0.9,356.02
2021,12,5,4,0,0,0,0,0,0,0,19.01,92.13,0.85,355.24,1.26,355.03
2021,12,5,5,0,0,0,0,0,0,0,18.62,92.19,1.13,357.63,1.69,356.82
2021,12,5,6,36.16,44.25,32.1,39.15,1.86,0.01,0.02,18.65,92.26,1.16,355.75,1.87,354.98
2021,12,5,7,116.45,222.83,89.97,81.91,6.53,0.09,0.45,20.58,92.32,1.62,352.81,1.91,354.13
2021,12,5,8,215.09,426.73,160.08,106.78,13.11,0.3,1.52,22.75,92.37,1.89,2.6,2.17,7.02
2021,12,5,9,361.02,633.02,249.89,166.86,22.57,0.66,3.62,24.39,92.36,1.79,7,1.95,11.08
